date,total_trades,sum_pnl,mean_pnl,median_pnl,pct_profitable,avg_leverage,median_size,sentiment
2023-01-05,3,0.0,0.0,0.0,0.0,0.09193333333333333,0.0824,0
2023-05-12,9,0.0,0.0,0.0,0.0,2.513866666666667,0.58211,
2023-12-14,11,-205.43473700000007,-18.675885181818188,0.0,0.36363636363636365,-132.57430181818182,87.59,1
2023-12-15,2,-24.632033999999997,-12.316016999999999,-12.316016999999999,0.0,-2440.0,1779.0,1
2023-12-16,3,0.0,0.0,0.0,0.0,12124.666666666666,12166.0,1
2023-12-17,14,304.982785,21.78448464285714,0.02676,0.5,10738.717442857143,5812.45,1
2023-12-18,2,0.0,0.0,0.0,0.0,0.004,7.153,1
2023-12-19,15,1000.5386120000001,66.70257413333334,4.502567,0.6666666666666666,27078.30564,12824.0,1
2023-12-20,18,162.732282,9.040682333333333,0.0,0.4444444444444444,20047.266666666666,1042.85,1
2023-12-21,49,537.211402,10.963498000000001,0.032592,0.5306122448979592,121.77714285714285,23.68,1
2023-12-22,10,141.832675,14.1832675,0.0,0.2,251.338681,0.32342,1
2023-12-23,13,146.936704,11.302823384615383,10.836504,0.6153846153846154,30063.046153846153,13339.0,1
2023-12-24,39,1008.619956,25.862050153846155,0.0,0.38461538461538464,22665.121184871794,1804.0,1
2023-12-25,3,-245.081348,-81.69378266666666,0.0,0.0,4.545599999999999,12.7444,1
2023-12-27,28,-704.8892269999999,-25.174615249999995,0.0,0.14285714285714285,38641.607142857145,15126.0,1
2023-12-28,23,-970.730876,-42.20569026086957,-13.250952,0.0,29411.130434782608,11915.0,1
2023-12-29,50,508.92214299999995,10.178442859999999,0.0,0.3,429.0781206,252.375,1
2023-12-30,52,354.998648,6.826897076923077,0.0,0.4423076923076923,6261.575806538462,1.16876,1
2024-01-01,18,-129.53146,-7.196192222222223,0.0,0.05555555555555555,414.7732555555556,8.09151,1
2024-01-02,6,0.0,0.0,0.0,0.0,18562.666666666668,5669.5,1
2024-01-03,137,8244.241409,60.176944591240876,27.04384,0.9343065693430657,375587.74525547447,878.0,1
2024-01-04,77,2507.963406,32.57095332467532,0.54675,0.5454545454545454,448724.6416597403,1060.0,1
2024-01-05,14,0.0,0.0,0.0,0.0,62.32951428571429,1.6883,1
2024-01-06,25,91.510419,3.66041676,0.0,0.36,-47545.904,485.0,1
2024-01-07,64,5065.839308,79.1537391875,0.0,0.40625,218419.2375734375,86.25,1
2024-01-08,57,167.080017,2.9312283684210527,0.0,0.07017543859649122,166376.4956409386,3.937,1
2024-01-09,12,137.433093,11.452757750000002,0.0,0.4166666666666667,-1304.8965716666667,317.70000000000005,1
2024-01-10,4,0.0,0.0,0.0,0.0,1.83578,0.5119549999999999,1
2024-01-11,23,1040.475736,45.238075478260875,0.0,0.2608695652173913,8083.628513478261,1452.0,1
2024-01-12,416,40886.364494,98.28453003365385,0.5600160000000001,0.53125,18184.968293473583,73.035,1
2024-01-15,14,152.85358,10.918112857142857,2.4946450000000002,0.6428571428571429,0.16323428571428572,0.00455,
2024-01-16,9,-2299.171458,-255.4634953333333,0.0,0.3333333333333333,314.06090666666665,92.7,1
2024-01-17,53,813.2741110000001,15.344794547169812,0.0,0.20754716981132076,210.5591488679245,1.04142,1
2024-01-18,46,68.93319,1.4985476086956522,0.0,0.06521739130434782,6.626629130434783,0.0468,1
2024-01-19,48,-385.419235,-8.029567395833334,0.0,0.125,10.849159583333332,0.18580000000000002,
2024-01-20,106,-146.57487000000003,-1.3827817924528305,0.0,0.14150943396226415,-657.2383409433962,1.0266,
2024-01-21,11,266.58114600000005,24.234649636363642,0.0,0.2727272727272727,9814.085519090908,4.0,1
2024-01-22,85,1375.640959,16.18401128235294,0.0,0.27058823529411763,1218.6695727058823,24.5,1
2024-01-23,45,-369.2447299999998,-8.20543844444444,0.0,0.24444444444444444,-1896.9081931111111,16.13,
2024-01-24,68,-2808.353815,-41.29932080882353,0.0,0.14705882352941177,222.05514102941174,1.177375,
2024-01-25,6,-3093.6293849999997,-515.6048975,-481.44219250000003,0.0,432.0683333333333,118.015,
2024-01-26,5,90.2,18.04,0.0,0.2,37553.4,20000.0,
2024-01-28,11,-2478.06972,-225.27906545454545,-68.216526,0.0,703.7363636363635,29.4,
2024-01-29,74,486.562542,6.5751694864864865,0.0479375,0.6081081081081081,6170.038874864865,0.72336,1
2024-01-30,49,-173.65419100000003,-3.5439630816326537,0.0,0.10204081632653061,3.410568775510204,0.05804,1
2024-01-31,859,-799.840817,-0.93113017112922,0.0,0.2689173457508731,15.367925192083819,0.0846,1
2024-02-01,17,783.979116,46.11641858823529,0.0,0.47058823529411764,-46986.74279,3175.0,1
2024-02-02,42,456.423473,10.867225547619048,0.0,0.30952380952380953,3535.838899285714,1.5717,1
2024-02-03,31,230.90060000000005,7.448406451612905,1.3124,0.6774193548387096,-11303.193548387097,460.0,1
2024-02-04,41,883.760812,21.555141756097562,0.0,0.2926829268292683,1.1111463414634146,1.099,1
2024-02-06,93,192.906947,2.074268247311828,0.0,0.3655913978494624,-4765.8387096774195,172.0,1
2024-02-07,18,2421.253116,134.514062,10.35,0.7222222222222222,-2891.23615,58.5,1
2024-02-08,63,782.3681909999999,12.418542714285714,0.0,0.2698412698412698,33155.55129620317,0.687,1
2024-02-09,2,0.0,0.0,0.0,0.0,68.349,6.18285,1
2024-02-10,4,0.0,0.0,0.0,0.0,3.7032475,0.34402499999999997,1
2024-02-11,2,0.0,0.0,0.0,0.0,1.07776,0.29036,1
2024-02-12,270,18489.604313,68.48001597407408,0.0,0.4074074074074074,8389.984791455556,68.745,1
2024-02-13,14,559.44389,39.960277857142856,30.05825,1.0,63481.57142857143,1711.5,1
2024-02-14,111,3830.599833,34.509908405405405,16.74,0.7477477477477478,3200.867743963964,362.0,1
2024-02-15,63,1840.797677,29.219010746031746,13.15072,0.9047619047619048,-2695.6115346031747,155.1,1
2024-02-16,182,5491.768834,30.174554032967034,11.42332,0.8021978021978022,-184028.10488928572,296.0,1
2024-02-17,94,1929.6418,20.52810425531915,4.1904,0.648936170212766,5143.265716489362,338.3,1
2024-02-18,97,477.6248299999999,4.923967319587628,6.59648,0.6288659793814433,26534.926907216497,1179.0,1
2024-02-19,101,4317.768563,42.750183792079206,10.73646,0.7623762376237624,-14584.207916633664,513.9,1
2024-02-20,39,3263.628824,83.68279035897436,13.6526,0.7948717948717948,3768.2641079487184,99.9,1
2024-02-21,22,1858.7985700000002,84.49084409090909,25.544000000000004,0.6818181818181818,14281.386818181818,371.6,1
2024-02-22,88,3894.1050699999996,44.25119397727272,0.0,0.45454545454545453,9167.861366022727,1104.85,1
2024-02-23,143,1418.55293,9.91995055944056,7.189966,0.958041958041958,-8744.50769083916,125.3,1
2024-02-25,5,-30.7705,-6.1541,0.0,0.0,-1652.0,1427.0,1
2024-02-26,39,4416.8473,113.25249487179488,31.028709,0.8717948717948718,-2850.0384615384614,244.4,1
2024-02-27,63,888.511733,14.103360841269842,0.0,0.4126984126984127,-4775.824126984126,540.0,1
2024-02-28,45,2503.747235,55.63882744444444,18.122,0.8666666666666667,1737.6555555555556,31000.0,1
2024-02-29,116,9813.996992,84.60342234482759,29.654400000000003,0.8620689655172413,-98403.48887931035,1687.25,1
2024-03-01,67,866.015507,12.925604582089552,0.0,0.417910447761194,1876.3014791044775,217.1,1
2024-03-02,56,223.30918699999998,3.9876640535714283,0.0,0.10714285714285714,2.58381125,0.11955,1
2024-03-03,79,8361.086245,105.83653474683545,15.04116,0.6835443037974683,-595760.485443038,7453.0,1
2024-03-04,4,126.7884,31.6971,0.0,0.25,392.675,738.0,1
2024-03-05,36,5306.017045,147.3893623611111,0.0,0.4722222222222222,31780.38251111111,4.3891,1
2024-03-06,70,562.808208,8.040117257142859,4.63499,0.6285714285714286,-4759.422857142857,162.6,1
2024-03-07,18,1118.387284,62.132626888888886,0.0,0.2222222222222222,744.9618716666668,5.6843,1
2024-03-08,37,464.1897,12.545667567567568,0.0,0.02702702702702703,58286.87483621623,2.909,1
2024-03-10,9,100.375782,11.152864666666666,0.0,0.3333333333333333,491.7307866666667,136.23,1
2024-03-11,6,0.0,0.0,0.0,0.0,16662.185636666665,0.58726,1
2024-03-12,374,23576.539285,63.03887509358289,0.0,0.4304812834224599,13921.79072131278,50.0,1
2024-03-13,7,0.0,0.0,0.0,0.0,0.18407142857142858,0.0701,1
2024-03-14,18,3465.865832,192.5481017777778,50.144227,0.8888888888888888,60745.62292222222,207.25,1
2024-03-15,62,6236.513651,100.58892985483871,24.1152,0.6612903225806451,-985813.4133193548,616.0,1
2024-03-16,8,228.57984,28.57248,0.0,0.125,-945740.88365,1.5189,1
2024-03-17,23,503.293955,21.882345869565217,0.0,0.43478260869565216,-3.1111521739130437,2.2452,1
2024-03-18,19,1456.9577,76.68198421052631,0.0,0.3157894736842105,1539.3426263157896,1.4075,1
2024-03-19,24,668.797973,27.86658220833333,0.0,0.20833333333333334,-23169.306829166668,150.5,1
2024-03-20,69,6423.134599,93.08890723188406,14.004,0.8695652173913043,-1013.3506434782607,390.0,1
2024-03-21,28,2335.5080749999997,83.41100267857142,27.4342,0.8214285714285714,-18681.274707142857,750.0,1
2024-03-24,19,1297.018477,68.26413036842105,35.104212,0.7894736842105263,-2206.7,289.6,1
2024-03-25,7,1302.916428,186.13091828571427,149.807117,0.8571428571428571,9.606714285714286,1.7377,1
2024-03-26,118,3215.906593,27.253445703389833,18.078525,0.9322033898305084,3757.485044915254,62.8,1
2024-03-27,38,150.41114,3.9581878947368416,0.0,0.3157894736842105,-422.6175821052631,0.43374999999999997,1
2024-03-28,13,227.85100799999998,17.527000615384615,12.233936,0.6923076923076923,-81449.39851538462,10694.0,1
2024-03-29,15,883.097404,58.873160266666666,0.0,0.4,5.153553333333334,0.8468,1
2024-03-30,45,1100.57514,24.45722533333333,10.11075,0.9777777777777777,148829.73333333334,2514.0,1
2024-03-31,13,912.786145,70.21431884615384,16.0695,0.7692307692307693,3.7070307692307694,0.15,1
2024-04-01,5,-67.60364,-13.520728,-0.0786,0.0,17.57154,1.5065,1
2024-04-02,35,47.62389499999999,1.360682714285714,-0.02695,0.2571428571428571,4095.2721137142858,1.4731,1
2024-04-03,300,27799.775742,92.66591914,30.85353,0.8866666666666667,183364.74213396665,16078.0,1
2024-04-04,32,0.0,0.0,0.0,0.0,-31.735753125,0.28500000000000003,1
2024-04-05,9,0.0,0.0,0.0,0.0,-70772.5864,4.8314,1
2024-04-06,53,52.211438,0.9851214716981133,0.0,0.4716981132075472,-317.91698264150943,21.3,1
2024-04-07,25,0.0,0.0,0.0,0.0,297.4258684,6.191,1
2024-04-08,127,-122672.000883,-965.9212667952756,0.0,0.023622047244094488,77198.73645929685,0.8109,1
2024-04-09,34,1065.785132,31.346621529411763,0.0,0.14705882352941177,305434.9363461765,32.0,1
2024-04-10,1,0.0,0.0,0.0,0.0,307.367829,307.367829,1
2024-04-11,36,2799.410474,77.76140205555555,29.134382,0.6388888888888888,18891.41010888889,0.313855,1
2024-04-12,319,292891.815021,918.1561599404388,0.0,0.46394984326018807,151982.25861053224,250.0,1
2024-04-13,89,6621.451755,74.3983343258427,15.90732,0.6853932584269663,273459.01575955056,598.5,1
2024-04-14,107,-36104.012520000004,-337.4206777570094,0.0,0.308411214953271,-519.4308252336449,4.1991,1
2024-04-15,41,3774.08872,92.05094439024391,14.65548,0.8536585365853658,10196.807014634145,704.0,1
2024-04-16,47,2467.702221,52.504302574468085,17.7287,0.9148936170212766,-7531.191489361702,719.0,1
2024-04-17,14,2441.4683999999997,174.39059999999998,48.21955,0.9285714285714286,-6896.0142857142855,227.8,1
2024-04-19,35,1946.4454620000001,55.61272748571429,19.918472,0.7714285714285715,30.44153142857143,1.8783,1
2024-04-20,22,0.0,0.0,0.0,0.0,143378.1218818182,2863.0,1
2024-04-22,9,0.0,0.0,0.0,0.0,-14.874122222222221,1.0844,1
